name,abv,ibu,descript,brewery_id,category_id
Bright Spot Golden Ale,4.5,0,"This American-style golden ale is our lightest, in both color and flavor. Bright Spot is brewed with locally malted 2-row barley and the finest American, Czech and German hops lending a well-balanced, refreshing taste. A compliment to nearly any of our menu choices.",869,3
High Point Dunkel,0,0,,653,-1
Kolsch,0,0,,653,-1
India Pale Ale,0,0,,610,3
Tusker Premium Lager,0,0,,738,8
Big Island Porter,0,0,,610,2
Knockadoon Irish Ale,0,0,,610,-1
Grand Marais Pale Ale,0,0,,610,3
Kabeelo Lodge Lager,0,0,,610,8
Gunflint Gold Ale,0,0,,610,-1
Amber Bock,0,0,,925,7
Cork Brown Ale,0,0,,925,2
Sligo Red,0,0,,925,-1
Light Amber Ale,0,0,,925,3
Honey Brown,0,0,,925,8
Irish Gold,0,0,,925,-1
Maibock,7.2,0,,1191,7
Malheur Black Chocolate 2003,12,0,,276,-1
Hahn Special Vintage 2000,8,0,,793,1
Samuel Adams Chocolate Bock,5.5,0,,157,7
2004 Symposium Ale,7.5,0,,1204,-1
Benchmark Old Ale,9.9,0,,1012,1
Czar Imperial Stout,11.9,0,,62,3
Guinness Foreign Extra,6.5,0,,442,3
Dragonhead Stout,4,0,"Dragonhead is a legendary stout: dark, intense and fully-flavoured, it is our tribute to the Vikings and their cultural legacy in Orkney.
On the nose, this black stout has a smooth roasted malt aroma giving bitter chocolate, dark roasted coffee and Smokey notes balanced by hints of spicy Goldings hop.
On the palate, the dark roasted malts combine to give a rich, rounded palate with chocolate, toast and nut flavours, with a satisfying spicy hop finish.",953,3
Dundee Porter,0,0,,584,2
Lava Rock Porter,7,0,,447,2
Three Threads Porter,0,0,,513,2
TmavÃƒÂ© 10% / Dark Beer,0,0,,991,-1
Porter,5.8,0,,662,7
Auburn Ale,5,0,,334,3
Strong Ox,0,0,,896,-1
Old 95,7,0,,498,1
Taieri George,6.8,0,,498,-1
Maibock,0,0,,588,7
Dunkles,5.1,0,,588,-1
Golden Export,5,0,,588,-1
Premium Light Lager,4.5,0,,588,8
Hop Maniac IPA,6.5,0,,945,3
Golden Triangle Triple,8.5,0,,945,-1
Belgian Double,7,0,,945,-1
Steamroller Stout,6,0,,945,3
Hazy Daze Hefeweizen,5.5,0,,945,4
Patriot Pale Ale,5.2,0,,945,3
Alt-Er-Ego Amber,5,0,,945,3
Horny Devil,10,0,,21,-1
Old Numbskull 2003,10,0,,21,-1
Come About Imperial Stout,9,0,,68,3
Navigator Doppelbock,8.9,0,,68,7
Vertical Epic 04.04.04,8.5,0,,1204,-1
First Anniversary Ale,0,0,,609,-1
Nut Brown,0,0,,1238,3
Amber Ale,0,0,,1238,3
Pale Ale,0,0,,1238,3
Hefeweizen,7.5,0,,1238,4
India Pale Ale,0,0,,759,3
Pale Ale,0,0,,759,3
Amber,0,0,,759,3
Stout,0,0,,759,3
Pilsner,0,0,,759,-1
Wheat,0,0,,759,4
Fire Rock Pale Ale,5.8,0,,751,3
Double Barrel Ale,5,0,A British Pale Ale never tasted so fresh. We challenge our good friends across the pond to match this one. CanÃ¢â‚¬â„¢t be done. WeÃ¢â‚¬â„¢ve honored the traditions of the great British Pale brewers of Burton-on-Trent using our patented Firestone Union oak barrels. YouÃ¢â‚¬â„¢re left with a mild blend of vanilla and toasted oak flavor touched with an elegant hint of English noble hops. DBA is the flagship of our company and wildly popular.,524,3
Island Pale Ale (IPA),7,0,Our Islander IPA is a powerful West Coast IPA. This beer bites back with an intense hoppy zing and high alcohol content. The Islander IPA is dry hopped with tons of Centennial & Chinook hops and its fruity aroma will win your approval.,404,3
Point Loma Porter,0,0,"A robust porter, very dark in color and a roasted malt flavor from chocolate malts. Its slight bitterness is rightfully balanced with a sweet smooth finish. A full-bodied beer with medium hop bitterness and aroma.",404,2
Uptown Brown,0,0,,404,3
Mermaid Red,0,0,,404,3
Four Brothers Pale Ale,0,0,,404,3
Coronado Golden Ale,0,0,"This golden colored ale is smooth, light in flavor, crisp and very similar to a European-style pilsner. Our Golden ale is delicately hopped with traditional pilsner style Czech Saaz hops. It is one of our most popular beers and considered our gateway beer.",404,7
Old Guardian Barley Wine 2003,9.91,0,,1204,-1
Dorado Double IPA,9.6,0,,68,3
Old 395 Barleywine,0,0,,1100,-1
Mission Gorge Porter,0,0,,1100,2
Grantville Gold,0,0,,1100,-1
Old Town Nut Brown,0,0,,1100,3
Amber,0,0,,1100,3
Friars IPA,0,0,,1100,3
Levitation Ale,4.4,0,,1204,3
Imperial Stout 2003,9.4,0,,1204,3
Lil Devil,0,0,,21,-1
Pure Hoppiness,8,0,"A West Coast Double IPA
So mega-hopped it will take you to hop heaven. WeÃ¢â‚¬â„¢ve used hops in the boil, more hops in the giant hopback, and added to that, an incredible amount of dry-hopping for that cutting-edge Ã¢â‚¬Å“hop bite.Ã¢â‚¬Â Once youÃ¢â‚¬â„¢ve tasted this unique beer, all others pale in comparison. 1.072 OG Classified IBU 8%ABV",29,3
Smoked Porter,5.9,0,"Stone Smoked Porter is dark, rich and complicated. A porter is substantially darker than a pale ale, but not as black or opaque as a stout. Our Smoked porter has a captivatingly deep mahogany color, complimented by silky dark tan head. Rich, full bodied and robust. Smooth, with chocolate and coffee-like flavors balanced by the subtle \smoky\"" character of just the right amount of peat-smoked specialty malt.""",1204,2
Stone Pale Ale,5.4,0,"Our flagship ale, Stone Pale Ale is our Southern California interpretation of the classic British pale ale style. Deep amber in color, Stone Pale Ale is robust and full flavored. A delicate hop aroma is complemented by a rich maltiness. This is an ale for those who have learned to appreciate distinctive flavor. Stone Pale Ale is great by itself, or with food that requires a beer of character.",1204,3
Winter Wheat,0,0,,1101,-1
Oatmeal Stout,0,0,,1101,3
Pale Ale,0,0,,1101,3
Amber Ale,0,0,,1101,3
X-Tra Pale,0,0,,1101,3
Caber Tossed,0,0,,1101,-1
Cinnabarr,0,0,,1101,-1
Old English Ale,0,0,,1101,1
Honey Ale,0,0,,1101,8
Premium Golden Ale,0,0,,1101,-1
Ding Ding Double IPA,0,0,,936,3
Irish Stout,0,0,,936,3
Torrey Pines IPA,6.8,0,,936,3
Sunset Amber Ale,5,0,,936,3
Paradise Pale Ale,4.8,0,,936,3
Sweet Spot Hefe,5.5,0,,936,4
California Gold,4.5,0,,936,8
Skye Strong Ale,0,0,,1009,-1
Bombshell Barleywine,9.8,0,,1009,-1
Red Square,0,0,,1009,3
Broken Keg Ice Bock,15,0,,1009,7
Z-U-Later Doppelbock,8,0,,1009,7
Frank Double IPA,8.5,0,,1009,3
Creamy Stout,0,0,,1180,3
Brown Ale,0,0,,1180,3
India Pale Ale,0,0,,1180,3
Pale Ale,0,0,,1180,3
Red Ale,0,0,,1180,3
Belgian Abbey Red,0,0,,731,-1
Padre Porter,0,0,,731,-1
Star of India Pale Ale,0,0,,731,3
Downtown After Dark,12,0,,731,3
Red Trolley Ale,0,0,,731,3
Amber Lager,0,0,,731,8
Endless Summer Gold,0,0,,731,-1
Sprecher Russian Imperial Stout,8.5,0,"Once brewed in Britain for the Russian Czars, this tremendously rich and thick ale uses a profusion of burnt and caramel malts. A massive mouthful of dark roasted malt and coffee flavors finishes with hints of chocolate, caramel & licorice.",1181,3
Sprecher Abbey Triple,8.41,0,"A Belgian Trappist triple yeast culture balanced with the finest imported pale barley, Belgian aromatic malt and oats, gives this golden ale a fruity bouquet and a light refined taste.",1181,5
Blackfriar,7,0,,696,1
Rycerskie,7,0,,306,7
Van den Vern Grand Cru,9.8,0,,432,-1
Tripel Krullekop,9.8,0,,432,-1
Black Diamond Imperial Porter,0,0,,1143,3
Mojo Ale,0,0,,1143,-1
Satin Solstice Imperial Stout,7.5,0,"This smooth, creamy stout and a crackling fireplace are the perfect answer to a wintery evening in Wisconsin. The rich coffee flavor compliments the \warm",358,3
Snake Chaser,0,0,,769,3
Paddle Me IPA,0,0,,1143,3
Oktober Fest - MÃƒÂ¤rzen,0,0,,205,7
Heller Hound Bock Beer,6.2,0,,540,7
Sirius,7,0,,765,11
Troubadour,6.5,0,,299,3
BÃƒÂªte des Vosges,0,0,,185,1
Saxo,8,0,,195,-1
Millennium Brew,10,0,,572,-1
Empire India Pale Ale,7.5,0,,322,1
Thunder Storm,5,0,,671,8
Voyageur Extra Pale Ale,0,0,,710,3
Burly Brown Ale,0,0,,710,3
Dark Walnut Stout,0,0,,922,3
Birch Wood Ale,0,0,,922,3
Red Cedar Red,0,0,,922,3
Whitetail Wheat,0,0,,922,8
Half Moon Gold,0,0,,922,-1
Bubba,0,0,,922,-1
Irish Red,0,0,,922,3
White Weasel Beer,0,0,,922,-1
Nikolausbier AltfrÃƒÂ¤nkisches Dunkel,0,0,,321,-1
Hell,5.1,0,,321,-1
Spring Bock,0,0,,1200,7
Roggenbier,5.5,0,,321,8
Adler BrÃƒÂ¤u Doppel Bock Beer,0,0,,46,7
Adler BrÃƒÂ¤u Winter Ale,0,0,,46,1
Adler BrÃƒÂ¤u Eagle Lager,0,0,,46,8
Prostrator Doppelbock,0,0,,913,7
Dark Pilsener,5.5,0,,913,8
Classic Pilsener,5,0,,913,-1
Gold Rush (discontinued),0,0,,1039,-1
Northwind Imperial Stout,7.5,0,,1298,3
Satan Gold,8,0,,271,-1
Wooden Ships ESB,0,0,,602,-1
Imperial Stout,0,0,,602,3
Old Scratch Barleywine 2002,0,0,,602,-1
BrÃƒÂ¤u-Weisse,0,0,,205,4
Weisse Dunkel,0,0,,1023,-1
Pseudo Lambic Framboise,0,0,,763,5
Geuze Boon,6,0,"Geuze, a mixture of old and young Lambic. The young Lambic is added to cause a refermentation in the bottle making for a delightfully sparkling and dry beer that has been likened, in all seriousness, to Champagne.",268,5
CuvÃƒÂ©e RenÃƒÂ© Grand Cru Gueuze Lambic,0,0,,288,5
Iris,0,0,,202,5
RosÃƒÂ© de Gambrinus,0,0,,202,5
Oude Kriek,0,0,,630,5
Kriek-Lambic,0,0,,202,5
Samichlaus Bier 2003,14,0,,1115,7
Porter IV,7.2,0,,961,3
The Hairy Eyeball,8.8,0,,765,-1
Malheur MM,10,0,,276,-1
India Pale Ale,0,0,,586,3
Eastside Dark,0,0,,769,-1
Big Easy Beer,0,0,,769,7
Old Knucklehead 2003,9.1,0,,255,-1
Doppel-Hirsch Bavarian-Doppelbock,7.2,0,,659,7
Bottle Conditioned Porter,5.5,0,,255,2
Black Strap Stout,6,0,,255,3
Bavarian-Weissbier Hefeweisse / Weisser Hirsch,5.2,0,,659,4
Celis White,3.9,0,"This traditional Belgian Whitbierre is the multiple gold medal winning Pierre Celis original. White and cloudy in appearance, brewed with wheat and seasoned with orange peel and coriander. A refreshing unfiltered ale that is both sweet and tart.",853,5
Bridgeport India Pale Ale,5.5,0,"Our award-winning IPA sparkles with effervescence, the result of natural-conditioning, a process where the beer is double-fermented in each bottle, keg or cask. Brewed with a blend of five hop varieties, BridgePort IPA presents a floral, citrusy aroma and full hop flavor, while downplaying the bitterness.  The beer pours smooth in the glass, emitting its signature golden glow.",255,3
Blue Heron Pale Ale,4.9,0,,255,-1
ESB,6.1,0,,255,-1
Stille Nacht,12,0,,272,-1
Hop Pocket Ale,0,0,,1293,3
Holiday Spice Lager Beer,0,0,,769,-1
Samuel Adams Utopias MMIV,24,0,,157,-1
Grand Cru 2003,10,0,,21,-1
Imperial Stout,0,0,,907,3
7th Anniversary IPA,7.7,0,,1204,3
Nora,7,0,,128,-1
Bellegems Bruin,5.5,0,,267,-1
BiÃƒÂ¨re du Boucanier,0,0,,687,-1
Porter Boom,8,0,,993,2
Bajuvator Doppelbock,7.2,0,,1290,7
Roundabout Oatmeal Stout,6,0,"Everyone has their price. For some, it's measured in dollars per hour, for others it's powder days. For those that have the gift of passion for the dark side, it's measured in pints of Oatmeal Stout. Another one of FiftyFifty's seasonals, the Roundabout Oatmeal Stout is brown to black in color and nearly opaque. It has a velvet like mouthfeel, moderate hints of dark dried fruit, espresso beans and Dark Chocolate... and just a hint of hop bitterness. The addition of Flaked Oats gives this brew its wonderful creamy texture. Roundabout Oatmeal Stout is one of a series of Stouts that FiftyFifty Brewing Co. will produce during the course of the year. Enjoy!",520,1
Ale,4.4,0,,134,-1
Bombardier Premium Ale,5.2,0,,372,-1
Christmas Ale 2003,0,0,,39,-1
Old Stock Ale 2002,11.4,0,,919,1
Ruination IPA,7.7,0,,1204,3
PrimÃƒÂ¡tor Double 24% / PrimÃƒÂ¡tor Double Bock Beer,0,0,,992,7
Salvation,9,0,,62,5
Schokolade Bock,0,0,,865,7
Winterkoninkse,8.3,0,,286,-1
Toasted Oats & Molasses Brown Ale,0,0,,1268,3
Gouyasse / Goliath,9,0,,184,-1
Pumpkin Ale,0,0,,676,-1
Port Washington Old Port Porter,0,0,,676,2
"Triple \H\""""",0,0,,676,4
Maslifter Oktoberfest,0,0,,676,7
Port Washington Amber Ale,0,0,,676,3
Port Washington Pier 96 Lager,0,0,,676,8
Munich Dunkel,0,0,,408,-1
ReichelbrÃƒÂ¤u Eisbock,0,0,,757,7
Oktoberfest,0,0,,752,7
Tripel,10,0,,907,-1
Bruin Tradition / Brune Tradition,8.2,0,,194,-1
Reserve Speciale / SpÃƒÂ©ciale NoÃƒÂ«l,0,0,,194,-1
Black Hook Porter,0,0,,1051,2
Downtown Brown,5,0,"A smooth, full-bodied nut brown ale, lightly hopped with a hint of roasted chocolate and crystal malts.  This ale is dark in color without the heavy taste of porter or stout.",803,3
Autumnal Fire,0,0,,338,7
Hacker-Pschorr Hubertus Bock,0,0,,972,7
Goudenband 2002,8,0,,287,-1
Pale Ale,0,0,,932,3
PrimÃƒÂ¡tor Blonde Bock Beer,0,0,,992,7
Princess of Darkness Porter,0,0,,1268,2
Tyskie Gronie,5.7,0,,1302,-1
Roundhouse Rye,0,0,,1268,8
Oktoberfest,0,0,,586,7
Oktoberfest,0,0,,769,7
Ultra AmbrÃƒÂ©e,0,0,,168,-1
Edison Light Beer,0,0,,906,8
James Squire Australian Best Ale Limited Release,6.8,0,,820,-1
Sprecher Oktoberfest,5.75,0,"Traditionally brewed to celebrate the harvest season, this reddish-brown lager has a rich caramel character and a long flavorful finish. Its delicious malty sweetness is nicely accented by a slighty fruity bouquet and a mild hop flavor.",1181,7
Samuel Adams Triplebock 1995,0,0,,157,-1
Hoptoberfest,0,0,,1051,7
Festbier,0,0,,88,7
Lizard Lager,0,0,,1200,8
William Capen Bitter Ale,0,0,,1153,-1
Full Tilt IPA,0,0,,632,3
Christmas Ale,8.1,0,,637,-1
Tripel Reserve,9,0,,23,-1
Hop Rod Rye,8,0,"Essentially a strong American IPA made with 20% rye malt. Darker in color, Hop Rod Rye boasts a huge hop aroma and flavor accompanied by a slightly sweet, malty finish.",94,3
Northern Glory Premium Ale,0,0,,554,-1
Riggwelter Yorkshire Ale,5.7,0,,134,-1
Trappist Blond,8,0,,270,-1
Lucifer,8,0,,786,-1
Tie Die Red,0,0,,971,3
Saranac Hefeweizen,5.6,0,This traditional style German Wheat beer (pronounced) Hah-fuh-vite-zen) remains unfiltered to preserve it's natural smooth flavor and aroma. Don't be alarmed by its cloudy appearance or noticeable sediment. The slight banana and clove aroma comes from the authentic German Hefeweizen yeast. It has a light refreshing finish.,512,4
Chief Blackhawk Porter,5.6,0,"In 1767 a great Sauk leader was born.  His name meant \the black sparrow hawk.\""  He came to be known as Black Hawk.  Strong beliefs",1301,2
Dort,6.5,0,,619,7
8-Ball Stout,0,0,,803,3
Milkhouse Stout,0,0,,1153,3
Old 47 Ale,0,0,,1153,3
Shawano Gold,0,0,,1153,-1
Speciale Reserve Ale,0,0,,23,3
Scorpion Pale Ale,0,0,,875,3
Export,5.4,0,,18,-1
Dry Stout,0,0,,1263,3
Dark Wheat,0,0,,1263,-1
Cream Ale,0,0,,1263,8
Porter,0,0,,1263,2
Amber Ale,0,0,,1263,3
Summer Gueuze,0,0,,1263,5
Double Gueuze (discontinued),0,0,,590,5
Pioneer Pale Ale (discontinued),0,0,,590,3
English Brown Ale (discontinued),0,0,,590,3
Octoberfest (discontinued),0,0,,590,7
Porter,0,0,,258,2
Pilsner,0,0,,1065,-1
Hefeweizen,0,0,,1065,4
Sherwood Forest IPA,6,0,,1219,3
Cat Tail Pale Ale,0,0,,65,3
Centennial IPA,7.2,0,"Selected as a benchmark for the Beer Judge Certification Program used in all American based beer judgings. Centennial IPA has quickly become the IPA of choice. Pour yourself a pint of this complex flavorful ale and bask in the frothy head's floral bouquet. Relish the immense citrus accents, achieved by the abundance of dry hopping. This ale's sweet, malty undertones balance the hop character with a finish that never turns too bitter.",549,3
Bill Old Ale,0,0,,764,1
Stein Bock,0,0,,1206,7
120 Shilling Scotch Ale,0,0,,756,1
Caramel Rye,0,0,,941,8
Alt,0,0,,941,3
Amber Plus,0,0,,689,3
Dark Star,0,0,,90,2
American Pale Ale,0,0,,90,3
Dreadnaught Imperial IPA,9.5,0,A hop loverÃ¢â‚¬â„¢s dream! Mango and peach aromas with a crisp citrus finish.,1260,3
Top Heavy Hefeweizen,0,0,,983,4
9Ã‚Â½ Wheats,0,0,,527,-1
Blonde Bock,0,0,,888,7
Irish Red Ale,0,0,,1339,3
Scottish Ale,4.8,0,,9,-1
Old Roundout Pale Ale,0,0,,854,3
Altbier,0,0,,141,3
Whiskey Barrel Whitetail Cream Ale,0,0,,1103,-1
Artisan Saison,0,0,,1069,-1
Oompa Loompa Chocolate Stout,0,0,,1069,-1
Dubbel Dragon,7.2,0,"This Dubbel style Belgian beer is created in the great Belgian tradition. Pale Malt, Caramel and Special B Malts impart a unique sweetness to this beer. The traditional Belgian yeast fully ferments the Belgian Candi Sugar to give a satisfying taste that is twice what a Belgian pale delivers.",463,5
Caramel Bock,0,0,,57,-1
London Banker ESB,0,0,,596,-1
Red Lager,4.6,0,,1169,8
Pale Ale,0,0,,946,3
Blackburn Doppelbock,7.9,0,,550,7
Hopfenkopf,0,0,,1295,3
Porter,6,0,,947,2
Oak Aged Single Malt,0,0,,869,-1
Old Skeezer Barley Wine,0,0,,973,-1
Hemp Ale,0,0,,32,-1
Evolutionary IPA,0,0,,576,3
Bitter Woman From Hell Extra IPA,0,0,,1301,3
India Pale Ale,0,0,,47,3
Madelia Mild,0,0,,71,1
Big Swede Swedish-Style Imperial Stout,0,0,,1327,3
2nd Street Amber,0,0,,617,3
Imperial Stout,0,0,,1103,3
Pale Ale,0,0,,102,3
Scottish Ale,5.8,0,,347,1
Salmon Tail Pale Ale,0,0,,472,3
Poplar Porter,0,0,,922,2
Red,0,0,,1039,3
Griesendiech Pilsner,0,0,,924,-1
Colony Oatmeal Stout,0,0,,865,3
Kayak KÃƒÂ¶lsch,0,0,,768,-1
Coffee Ale,0,0,,603,-1
Foxy Brown,0,0,,603,3
Maibock,0,0,,752,7
Augsburger Dark,0,0,,1200,8
Augsburger Golden,0,0,,1200,-1
Left Hand Milk Stout,5.9,0,,779,1
Gritstone Premium Ale,0,0,,912,3
Het Kapittel Pater,0,0,,301,-1
Bock,0,0,,1200,7
Special Amber,5,0,"A delicate balance of toasted malt and fresh hops give this medium-bodied German-style lager an intriguing, complex malt flavor. A creamy head, deep golden color and an impressive hop bouquet make this a very special beer.",1181,8
Luna Stout,0,0,,608,-1
Malteser Weissbier,5,0,,1217,4
KrÃƒÂ¤usen NaturtrÃƒÂ¼b,0,0,,228,-1
Original Badebier / Original Bathbeer Monastery Fun,0,0,,744,7
Export Premium,5.4,0,,785,-1
Doppelbock Dunkel,7,0,,40,7
Export,0,0,,564,-1
Urthel Novicius Vertus,5.9,0,,431,-1
Urthel Tonicum Finiboldhus,7.5,0,,431,-1
Double Hop Premium Ale,0,0,,554,-1
Original,5.2,0,,804,-1
Schwarzbier,4.8,0,,752,7
Wittekerke,5,0,,266,-1
Capital Fest Beer,0,0,,338,7
Mestreechs Aajt,3.5,0,,619,-1
Bee Sting Honey Ale,5.9,0,,604,3
Yorkshire Terrier Premium Cask Bitter,4.2,0,,1389,-1
The Iron Tankard,9.4,0,"The Brew 1 Ã¢â‚¬â€œ March Ã¢â‚¬â€œ Ã¢â‚¬Å“The Iron TankardÃ¢â‚¬Â Old Stock Ale Ã¢â‚¬â€œ The building started as a YMCA in 1889 and had a huge iron swimming pool in the basement.
From Spike: Iron Tankard Ã¢â‚¬Å“Old Stock AleÃ¢â‚¬Â is the first of four beers in TerrapinÃ¢â‚¬â„¢s Georgia Theatre Sessions. It is brewed with a generous portion of crystal malts for a full body and is lightly hopped. This malt forward beer has flavors of dark dried fruit, mellow alcoholic warmth and is unfiltered for your listening pleasure.
A portion of the proceeds will be donated to the Georgia Historic Trust for Historic Preservation Fund to rebuild the Georgia Theater. To make things even more interesting, there is one Golden Ticket hidden among each of the Georgia Theater Sessions brews. This means that four lucky winners will receive a lifetime pass to the new Theater.",1243,3
